Roll(deg),Pitch(deg),Yaw(deg),Alpha_P(deg),Alpha_Y(deg)
151.914000,2.353982,-4.411210,101.196000,134.136000
152.120000,2.338106,-4.419645,101.232000,134.136000
152.326000,2.322201,-4.428022,101.286000,134.136000
152.532000,2.306266,-4.436343,101.322000,134.118000
152.738000,2.290301,-4.444606,101.376000,134.118000
152.944000,2.274306,-4.452812,101.412000,134.118000
153.150000,2.258281,-4.460960,101.466000,134.100000
153.356000,2.242228,-4.469051,101.502000,134.100000
153.562000,2.226146,-4.477083,101.556000,134.100000
153.768000,2.210035,-4.485058,101.592000,134.082000
153.974000,2.193895,-4.492975,101.646000,134.082000
154.180000,2.177727,-4.500834,101.682000,134.082000
154.386000,2.161530,-4.508635,101.718000,134.064000
154.592000,2.145306,-4.516377,101.772000,134.064000
154.798000,2.129054,-4.524061,101.826000,134.064000
155.004000,2.112775,-4.531686,101.862000,134.046000
155.210000,2.096468,-4.539253,101.916000,134.046000
155.416000,2.080134,-4.546762,101.952000,134.046000
155.622000,2.063774,-4.554211,102.006000,134.028000
155.828000,2.047386,-4.561602,102.042000,134.028000
156.034000,2.030972,-4.568933,102.096000,134.028000
156.240000,2.014532,-4.576206,102.132000,134.010000
156.446000,1.998066,-4.583419,102.186000,134.010000
156.652000,1.981574,-4.590573,102.222000,134.010000
156.858000,1.965056,-4.597668,102.276000,133.992000
157.064000,1.948513,-4.604704,102.330000,133.992000
157.270000,1.931945,-4.611680,102.366000,133.992000
157.476000,1.915352,-4.618596,102.420000,133.974000
157.682000,1.898734,-4.625452,102.474000,133.974000
157.888000,1.882092,-4.632249,102.510000,133.974000
158.094000,1.865425,-4.638986,102.564000,133.974000
158.300000,1.848734,-4.645663,102.600000,133.956000
158.506000,1.832019,-4.652280,102.654000,133.956000
158.712000,1.815280,-4.658836,102.708000,133.956000
158.918000,1.798518,-4.665333,102.744000,133.938000
159.124000,1.781733,-4.671769,102.798000,133.938000
159.330000,1.764925,-4.678145,102.852000,133.938000
159.536000,1.748094,-4.684460,102.906000,133.938000
159.742000,1.731240,-4.690715,102.942000,133.920000
159.948000,1.714364,-4.696909,102.996000,133.920000
160.154000,1.697466,-4.703043,103.050000,133.920000
160.360000,1.680546,-4.709115,103.086000,133.920000
160.566000,1.663604,-4.715127,103.140000,133.902000
160.772000,1.646641,-4.721078,103.194000,133.902000
160.978000,1.629656,-4.726967,103.248000,133.902000
161.184000,1.612650,-4.732796,103.284000,133.902000
161.390000,1.595624,-4.738564,103.338000,133.884000
161.596000,1.578576,-4.744270,103.392000,133.884000
161.802000,1.561509,-4.749915,103.446000,133.884000
162.008000,1.544421,-4.755498,103.500000,133.884000
162.214000,1.527313,-4.761020,103.536000,133.866000
162.420000,1.510186,-4.766481,103.590000,133.866000
162.626000,1.493039,-4.771880,103.644000,133.866000
162.832000,1.475872,-4.777217,103.698000,133.866000
163.038000,1.458687,-4.782492,103.752000,133.848000
163.244000,1.441483,-4.787706,103.788000,133.848000
163.450000,1.424260,-4.792858,103.842000,133.848000
163.656000,1.407019,-4.797947,103.896000,133.848000
163.862000,1.389759,-4.802975,103.950000,133.848000
164.068000,1.372482,-4.807941,104.004000,133.830000
164.274000,1.355186,-4.812844,104.058000,133.830000
164.480000,1.337874,-4.817686,104.112000,133.830000
164.686000,1.320544,-4.822465,104.166000,133.830000
164.892000,1.303197,-4.827181,104.202000,133.830000
165.098000,1.285833,-4.831836,104.256000,133.812000
165.304000,1.268452,-4.836427,104.310000,133.812000
165.510000,1.251055,-4.840957,104.364000,133.812000
165.716000,1.233642,-4.845423,104.418000,133.812000
165.922000,1.216213,-4.849827,104.472000,133.812000
166.128000,1.198768,-4.854169,104.526000,133.794000
166.334000,1.181308,-4.858447,104.580000,133.794000
166.540000,1.163832,-4.862663,104.634000,133.794000
166.746000,1.146342,-4.866816,104.688000,133.794000
166.952000,1.128836,-4.870906,104.742000,133.794000
167.158000,1.111316,-4.874933,104.796000,133.794000
167.364000,1.093782,-4.878898,104.850000,133.776000
167.570000,1.076233,-4.882799,104.904000,133.776000
167.776000,1.058671,-4.886636,104.958000,133.776000
167.982000,1.041095,-4.890411,105.012000,133.776000
168.188000,1.023505,-4.894123,105.066000,133.776000
168.394000,1.005903,-4.897771,105.120000,133.776000
168.600000,0.988287,-4.901356,105.174000,133.758000
168.806000,0.970658,-4.904877,105.228000,133.758000
169.012000,0.953017,-4.908336,105.282000,133.758000
169.218000,0.935364,-4.911730,105.336000,133.758000
169.424000,0.917698,-4.915062,105.408000,133.758000
169.630000,0.900021,-4.918329,105.462000,133.758000
169.836000,0.882332,-4.921533,105.516000,133.758000
170.042000,0.864631,-4.924674,105.570000,133.740000
170.248000,0.846920,-4.927751,105.624000,133.740000
170.454000,0.829197,-4.930764,105.678000,133.740000
170.660000,0.811464,-4.933713,105.732000,133.740000
170.866000,0.793720,-4.936599,105.786000,133.740000
171.072000,0.775966,-4.939421,105.858000,133.740000
171.278000,0.758202,-4.942179,105.912000,133.740000
171.484000,0.740428,-4.944873,105.966000,133.740000
171.690000,0.722645,-4.947503,106.020000,133.722000
171.896000,0.704852,-4.950069,106.074000,133.722000
172.102000,0.687050,-4.952571,106.146000,133.722000
172.308000,0.669239,-4.955009,106.200000,133.722000
172.514000,0.651420,-4.957384,106.254000,133.722000
172.720000,0.633592,-4.959694,106.308000,133.722000
172.926000,0.615756,-4.961940,106.362000,133.722000
173.132000,0.597912,-4.964121,106.434000,133.722000
173.338000,0.580060,-4.966239,106.488000,133.722000
173.544000,0.562201,-4.968292,106.542000,133.722000
173.750000,0.544334,-4.970282,106.596000,133.704000
173.956000,0.526461,-4.972207,106.668000,133.704000
174.162000,0.508581,-4.974067,106.722000,133.704000
174.368000,0.490694,-4.975864,106.776000,133.704000
174.574000,0.472800,-4.977596,106.848000,133.704000
174.780000,0.454901,-4.979264,106.902000,133.704000
174.986000,0.436996,-4.980867,106.956000,133.704000
175.192000,0.419085,-4.982406,107.028000,133.704000
175.398000,0.401169,-4.983880,107.082000,133.704000
175.604000,0.383247,-4.985291,107.136000,133.704000
175.810000,0.365321,-4.986636,107.208000,133.704000
176.016000,0.347389,-4.987917,107.262000,133.704000
176.222000,0.329454,-4.989134,107.316000,133.704000
176.428000,0.311514,-4.990286,107.388000,133.704000
176.634000,0.293570,-4.991374,107.442000,133.704000
176.840000,0.275622,-4.992397,107.514000,133.704000
177.046000,0.257671,-4.993356,107.568000,133.686000
177.252000,0.239716,-4.994250,107.640000,133.686000
177.458000,0.221759,-4.995080,107.694000,133.686000
177.664000,0.203798,-4.995845,107.748000,133.686000
177.870000,0.185835,-4.996545,107.820000,133.686000
178.076000,0.167869,-4.997181,107.874000,133.686000
178.282000,0.149901,-4.997752,107.946000,133.686000
178.488000,0.131932,-4.998259,108.000000,133.686000
178.694000,0.113960,-4.998701,108.072000,133.686000
178.900000,0.095987,-4.999079,108.126000,133.686000
179.106000,0.078013,-4.999391,108.198000,133.686000
179.312000,0.060038,-4.999640,108.252000,133.686000
179.518000,0.042062,-4.999823,108.324000,133.686000
179.724000,0.024085,-4.999942,108.378000,133.686000
179.930000,0.006109,-4.999996,108.450000,133.686000
180.136000,-0.011868,-4.999986,108.504000,133.686000
180.342000,-0.029845,-4.999911,108.576000,133.686000
180.548000,-0.047821,-4.999771,108.648000,133.686000
180.754000,-0.065797,-4.999567,108.702000,133.686000
180.960000,-0.083772,-4.999298,108.774000,133.686000
181.166000,-0.101746,-4.998965,108.828000,133.686000
181.372000,-0.119718,-4.998567,108.900000,133.686000
181.578000,-0.137689,-4.998104,108.972000,133.686000
181.784000,-0.155658,-4.997576,109.026000,133.686000
181.990000,-0.173625,-4.996985,109.098000,133.686000
182.196000,-0.191590,-4.996328,109.170000,133.686000
182.402000,-0.209553,-4.995607,109.224000,133.686000
182.608000,-0.227512,-4.994821,109.296000,133.686000
182.814000,-0.245469,-4.993971,109.368000,133.686000
183.020000,-0.263423,-4.993056,109.422000,133.686000
183.226000,-0.281373,-4.992077,109.494000,133.704000
183.432000,-0.299319,-4.991033,109.566000,133.704000
183.638000,-0.317262,-4.989924,109.638000,133.704000
183.844000,-0.335201,-4.988751,109.692000,133.704000
184.050000,-0.353135,-4.987514,109.764000,133.704000
184.256000,-0.371065,-4.986212,109.836000,133.704000
184.462000,-0.388989,-4.984846,109.908000,133.704000
184.668000,-0.406909,-4.983415,109.962000,133.704000
184.874000,-0.424824,-4.981920,110.034000,133.704000
185.080000,-0.442733,-4.980360,110.106000,133.704000
185.286000,-0.460636,-4.978736,110.178000,133.704000
185.492000,-0.478534,-4.977048,110.250000,133.704000
185.698000,-0.496425,-4.975295,110.304000,133.704000
185.904000,-0.514310,-4.973478,110.376000,133.704000
186.110000,-0.532188,-4.971597,110.448000,133.704000
186.316000,-0.550059,-4.969651,110.520000,133.704000
186.522000,-0.567924,-4.967642,110.592000,133.722000
186.728000,-0.585780,-4.965568,110.664000,133.722000
186.934000,-0.603630,-4.963429,110.736000,133.722000
187.140000,-0.621471,-4.961227,110.808000,133.722000
187.346000,-0.639305,-4.958961,110.862000,133.722000
187.552000,-0.657130,-4.956630,110.934000,133.722000
187.758000,-0.674946,-4.954235,111.006000,133.722000
187.964000,-0.692754,-4.951777,111.078000,133.722000
188.170000,-0.710553,-4.949254,111.150000,133.722000
188.376000,-0.728343,-4.946667,111.222000,133.722000
188.582000,-0.746124,-4.944017,111.294000,133.740000
188.788000,-0.763894,-4.941302,111.366000,133.740000
188.994000,-0.781655,-4.938524,111.438000,133.740000
189.200000,-0.799406,-4.935681,111.510000,133.740000
189.406000,-0.817146,-4.932775,111.582000,133.740000
189.612000,-0.834876,-4.929805,111.654000,133.740000
189.818000,-0.852595,-4.926772,111.726000,133.740000
190.024000,-0.870303,-4.923675,111.816000,133.740000
190.230000,-0.888000,-4.920514,111.888000,133.758000
190.436000,-0.905686,-4.917289,111.960000,133.758000
190.642000,-0.923359,-4.914001,112.032000,133.758000
190.848000,-0.941021,-4.910650,112.104000,133.758000
191.054000,-0.958670,-4.907235,112.176000,133.758000
191.260000,-0.976307,-4.903756,112.248000,133.758000
191.466000,-0.993932,-4.900214,112.320000,133.758000
191.672000,-1.011544,-4.896609,112.410000,133.776000
191.878000,-1.029142,-4.892940,112.482000,133.776000
192.084000,-1.046728,-4.889209,112.554000,133.776000
192.290000,-1.064299,-4.885414,112.626000,133.776000
192.496000,-1.081857,-4.881556,112.698000,133.776000
192.702000,-1.099401,-4.877634,112.788000,133.776000
192.908000,-1.116931,-4.873650,112.860000,133.794000
193.114000,-1.134446,-4.869603,112.932000,133.794000
193.320000,-1.151947,-4.865493,113.004000,133.794000
193.526000,-1.169433,-4.861319,113.094000,133.794000
193.732000,-1.186904,-4.857083,113.166000,133.794000
193.938000,-1.204359,-4.852785,113.238000,133.794000
194.144000,-1.221799,-4.848423,113.328000,133.812000
194.350000,-1.239223,-4.843999,113.400000,133.812000
194.556000,-1.256631,-4.839512,113.472000,133.812000
194.762000,-1.274022,-4.834963,113.562000,133.812000
194.968000,-1.291398,-4.830351,113.634000,133.812000
195.174000,-1.308756,-4.825677,113.706000,133.830000
195.380000,-1.326098,-4.820940,113.796000,133.830000
195.586000,-1.343422,-4.816141,113.868000,133.830000
195.792000,-1.360729,-4.811280,113.958000,133.830000
195.998000,-1.378019,-4.806357,114.030000,133.830000
196.204000,-1.395291,-4.801371,114.120000,133.848000
196.410000,-1.412544,-4.796323,114.192000,133.848000
196.616000,-1.429780,-4.791214,114.282000,133.848000
196.822000,-1.446997,-4.786042,114.354000,133.848000
197.028000,-1.464195,-4.780809,114.444000,133.866000
197.234000,-1.481374,-4.775514,114.516000,133.866000
197.440000,-1.498535,-4.770157,114.606000,133.866000
197.646000,-1.515675,-4.764738,114.678000,133.866000
197.852000,-1.532797,-4.759258,114.768000,133.866000
198.058000,-1.549898,-4.753716,114.858000,133.884000
198.264000,-1.566979,-4.748113,114.930000,133.884000
198.470000,-1.584040,-4.742448,115.020000,133.884000
198.676000,-1.601081,-4.736722,115.110000,133.884000
198.882000,-1.618101,-4.730935,115.182000,133.902000
199.088000,-1.635100,-4.725087,115.272000,133.902000
199.294000,-1.652078,-4.719178,115.362000,133.902000
199.500000,-1.669034,-4.713207,115.434000,133.902000
199.706000,-1.685969,-4.707176,115.524000,133.920000
199.912000,-1.702882,-4.701084,115.614000,133.920000
200.118000,-1.719774,-4.694931,115.704000,133.920000
200.324000,-1.736642,-4.688718,115.794000,133.920000
200.530000,-1.753489,-4.682443,115.866000,133.938000
200.736000,-1.770313,-4.676109,115.956000,133.938000
200.942000,-1.787114,-4.669714,116.046000,133.938000
201.148000,-1.803891,-4.663258,116.136000,133.956000
201.354000,-1.820646,-4.656742,116.226000,133.956000
201.560000,-1.837377,-4.650166,116.316000,133.956000
201.766000,-1.854084,-4.643530,116.406000,133.956000
201.972000,-1.870767,-4.636834,116.496000,133.974000
202.178000,-1.887426,-4.630078,116.586000,133.974000
202.384000,-1.904061,-4.623262,116.676000,133.974000
202.590000,-1.920671,-4.616386,116.766000,133.992000
202.796000,-1.937256,-4.609451,116.856000,133.992000
203.002000,-1.953816,-4.602456,116.946000,133.992000
203.208000,-1.970351,-4.595402,117.036000,133.992000
203.414000,-1.986861,-4.588288,117.126000,134.010000
203.620000,-2.003344,-4.581115,117.216000,134.010000
203.826000,-2.019802,-4.573882,117.306000,134.010000
204.032000,-2.036234,-4.566591,117.396000,134.028000
204.238000,-2.052639,-4.559240,117.504000,134.028000
204.444000,-2.069018,-4.551831,117.594000,134.028000
204.650000,-2.085370,-4.544362,117.684000,134.046000
204.856000,-2.101696,-4.536835,117.774000,134.046000
205.062000,-2.117994,-4.529250,117.882000,134.046000
205.268000,-2.134264,-4.521605,117.972000,134.064000
205.474000,-2.150507,-4.513903,118.062000,134.064000
205.680000,-2.166723,-4.506142,118.170000,134.064000
205.886000,-2.182910,-4.498322,118.260000,134.082000
206.092000,-2.199069,-4.490445,118.350000,134.082000
206.298000,-2.215199,-4.482509,118.458000,134.082000
206.504000,-2.231301,-4.474516,118.548000,134.100000
206.710000,-2.247375,-4.466465,118.656000,134.100000
206.916000,-2.263419,-4.458356,118.746000,134.100000
207.122000,-2.279433,-4.450189,118.854000,134.118000
207.328000,-2.295419,-4.441965,118.944000,134.118000
207.534000,-2.311374,-4.433683,119.052000,134.118000
207.740000,-2.327300,-4.425344,119.160000,134.136000
207.946000,-2.343196,-4.416948,119.250000,134.136000
208.152000,-2.359061,-4.408495,119.358000,134.136000
208.358000,-2.374896,-4.399985,119.466000,134.154000
208.564000,-2.390701,-4.391418,119.574000,134.154000
208.770000,-2.406474,-4.382794,119.664000,134.172000
208.976000,-2.422216,-4.374114,119.772000,134.172000
209.182000,-2.437927,-4.365376,119.880000,134.172000
209.388000,-2.453606,-4.356583,119.988000,134.190000
209.594000,-2.469254,-4.347733,120.096000,134.190000
209.800000,-2.484870,-4.338827,120.204000,134.190000
210.006000,-2.500453,-4.329865,120.312000,134.208000
210.212000,-2.516005,-4.320847,120.420000,134.208000
210.418000,-2.531524,-4.311773,120.528000,134.226000
210.624000,-2.547010,-4.302644,120.636000,134.226000
210.830000,-2.562463,-4.293458,120.744000,134.226000
211.036000,-2.577883,-4.284218,120.852000,134.244000
211.242000,-2.593269,-4.274921,120.978000,134.244000
211.448000,-2.608623,-4.265570,121.086000,134.262000
211.654000,-2.623942,-4.256164,121.194000,134.262000
211.860000,-2.639228,-4.246702,121.320000,134.262000
212.066000,-2.654479,-4.237186,121.428000,134.280000
212.272000,-2.669696,-4.227614,121.554000,134.280000
212.478000,-2.684879,-4.217988,121.662000,134.298000
212.684000,-2.700027,-4.208308,121.788000,134.298000
212.890000,-2.715140,-4.198573,121.896000,134.298000
213.096000,-2.730217,-4.188784,122.022000,134.316000
213.302000,-2.745260,-4.178941,122.148000,134.316000
213.508000,-2.760267,-4.169044,122.256000,134.334000
213.714000,-2.775238,-4.159093,122.382000,134.334000
213.920000,-2.790174,-4.149088,122.508000,134.352000
214.126000,-2.805073,-4.139029,122.634000,134.352000
214.332000,-2.819937,-4.128917,122.760000,134.352000
214.538000,-2.834763,-4.118752,122.886000,134.370000
214.744000,-2.849554,-4.108533,123.012000,134.370000
214.950000,-2.864307,-4.098261,123.156000,134.388000
215.156000,-2.879023,-4.087937,123.282000,134.388000
215.362000,-2.893702,-4.077559,123.408000,134.406000
215.568000,-2.908344,-4.067129,123.552000,134.406000
215.774000,-2.922948,-4.056646,123.678000,134.424000
215.980000,-2.937514,-4.046111,123.822000,134.424000
216.186000,-2.952042,-4.035523,123.948000,134.424000
216.392000,-2.966532,-4.024883,124.092000,134.442000
216.598000,-2.980984,-4.014191,124.236000,134.442000
216.804000,-2.995397,-4.003448,124.380000,134.460000
217.010000,-3.009772,-3.992652,124.524000,134.460000
217.216000,-3.024108,-3.981805,124.668000,134.478000
217.422000,-3.038404,-3.970907,124.830000,134.478000
217.628000,-3.052661,-3.959957,124.974000,134.496000
217.834000,-3.066879,-3.948956,125.118000,134.496000
218.040000,-3.081057,-3.937904,125.280000,134.514000
218.246000,-3.095196,-3.926801,125.442000,134.514000
218.452000,-3.109294,-3.915647,125.604000,134.532000
218.658000,-3.123352,-3.904443,125.766000,134.532000
218.864000,-3.137370,-3.893188,125.928000,134.550000
219.070000,-3.151347,-3.881883,126.090000,134.550000
219.276000,-3.165283,-3.870527,126.270000,134.568000
219.482000,-3.179179,-3.859122,126.432000,134.568000
219.688000,-3.193033,-3.847667,126.612000,134.586000
219.894000,-3.206846,-3.836162,126.792000,134.586000
220.100000,-3.220618,-3.824607,126.990000,134.604000
220.306000,-3.234348,-3.813003,127.170000,134.604000
220.512000,-3.248036,-3.801350,127.368000,134.604000
220.718000,-3.261683,-3.789647,127.566000,134.622000
220.924000,-3.275287,-3.777896,127.764000,134.640000
221.130000,-3.288849,-3.766095,127.980000,134.640000
221.336000,-3.302368,-3.754246,128.196000,134.658000
221.542000,-3.315844,-3.742349,128.412000,134.658000
221.748000,-3.329278,-3.730403,128.646000,134.676000
221.954000,-3.342669,-3.718409,128.898000,134.676000
222.160000,-3.356016,-3.706367,129.150000,134.694000
222.366000,-3.369320,-3.694277,129.402000,134.694000
222.572000,-3.382581,-3.682139,129.672000,134.712000
222.778000,-3.395798,-3.669953,129.960000,134.712000
222.984000,-3.408971,-3.657721,130.266000,134.730000
223.190000,-3.422099,-3.645440,130.608000,134.730000
223.396000,-3.435184,-3.633113,130.968000,134.748000
223.602000,-3.448224,-3.620739,131.364000,134.748000
223.808000,-3.461220,-3.608318,131.796000,134.766000
224.014000,-3.474171,-3.595850,132.318000,134.766000
224.220000,-3.487077,-3.583336,132.984000,134.784000
224.426000,-3.499937,-3.570776,134.136000,134.784000
224.632000,-3.512753,-3.558169,134.838000,134.802000
224.838000,-3.525523,-3.545516,134.820000,134.802000
225.044000,-3.538248,-3.532818,134.820000,134.820000
225.250000,-3.550927,-3.520074,134.802000,134.838000
225.456000,-3.563560,-3.507284,134.802000,134.838000
225.662000,-3.576147,-3.494449,134.784000,133.524000
225.868000,-3.588688,-3.481569,134.784000,132.678000
226.074000,-3.601182,-3.468644,134.766000,132.084000
226.280000,-3.613630,-3.455674,134.766000,131.598000
226.486000,-3.626031,-3.442659,134.748000,131.184000
226.692000,-3.638385,-3.429600,134.730000,130.806000
226.898000,-3.650692,-3.416496,134.730000,130.464000
227.104000,-3.662952,-3.403349,134.712000,130.140000
227.310000,-3.675165,-3.390157,134.712000,129.834000
227.516000,-3.687330,-3.376921,134.694000,129.564000
227.722000,-3.699447,-3.363642,134.694000,129.294000
227.928000,-3.711517,-3.350320,134.676000,129.042000
228.134000,-3.723539,-3.336954,134.676000,128.790000
228.340000,-3.735512,-3.323545,134.658000,128.556000
228.546000,-3.747437,-3.310093,134.658000,128.322000
228.752000,-3.759314,-3.296598,134.640000,128.106000
228.958000,-3.771142,-3.283060,134.640000,127.890000
229.164000,-3.782922,-3.269481,134.622000,127.674000
229.370000,-3.794652,-3.255858,134.622000,127.476000
229.576000,-3.806334,-3.242194,134.604000,127.278000
229.782000,-3.817966,-3.228488,134.604000,127.098000
229.988000,-3.829549,-3.214740,134.586000,126.900000
230.194000,-3.841082,-3.200951,134.586000,126.720000
230.400000,-3.852566,-3.187120,134.568000,126.540000
230.606000,-3.864000,-3.173248,134.568000,126.360000
230.812000,-3.875384,-3.159335,134.550000,126.198000
231.018000,-3.886718,-3.145381,134.550000,126.018000
231.224000,-3.898002,-3.131387,134.532000,125.856000
231.430000,-3.909235,-3.117352,134.532000,125.694000
231.636000,-3.920418,-3.103276,134.514000,125.532000
231.842000,-3.931550,-3.089161,134.514000,125.370000
232.048000,-3.942631,-3.075005,134.496000,125.208000
232.254000,-3.953662,-3.060810,134.496000,125.064000
232.460000,-3.964641,-3.046576,134.478000,124.902000
232.666000,-3.975569,-3.032302,134.478000,124.758000
232.872000,-3.986445,-3.017988,134.478000,124.614000
233.078000,-3.997270,-3.003636,134.460000,124.470000
233.284000,-4.008044,-2.989245,134.460000,124.326000
233.490000,-4.018765,-2.974815,134.442000,124.182000
233.696000,-4.029435,-2.960347,134.442000,124.038000
233.902000,-4.040052,-2.945841,134.424000,123.894000
234.108000,-4.050618,-2.931296,134.424000,123.768000
234.314000,-4.061130,-2.916714,134.406000,123.624000
234.520000,-4.071591,-2.902094,134.406000,123.480000
234.726000,-4.081999,-2.887436,134.388000,123.354000
234.932000,-4.092354,-2.872741,134.388000,123.228000
235.138000,-4.102656,-2.858009,134.388000,123.102000
235.344000,-4.112905,-2.843240,134.370000,122.958000
235.550000,-4.123101,-2.828434,134.370000,122.832000
235.756000,-4.133243,-2.813592,134.352000,122.706000
235.962000,-4.143333,-2.798713,134.352000,122.580000
236.168000,-4.153368,-2.783798,134.334000,122.454000
236.374000,-4.163350,-2.768847,134.334000,122.328000
236.580000,-4.173278,-2.753861,134.334000,122.220000
236.786000,-4.183152,-2.738838,134.316000,122.094000
236.992000,-4.192973,-2.723781,134.316000,121.968000
237.198000,-4.202738,-2.708688,134.298000,121.842000
237.404000,-4.212450,-2.693560,134.298000,121.734000
237.610000,-4.222107,-2.678397,134.280000,121.608000
237.816000,-4.231710,-2.663200,134.280000,121.500000
238.022000,-4.241258,-2.647968,134.280000,121.374000
238.228000,-4.250751,-2.632702,134.262000,121.266000
238.434000,-4.260189,-2.617402,134.262000,121.158000
238.640000,-4.269572,-2.602068,134.244000,121.032000
238.846000,-4.278899,-2.586701,134.244000,120.924000
239.052000,-4.288172,-2.571300,134.244000,120.816000
239.258000,-4.297389,-2.555865,134.226000,120.708000
239.464000,-4.306550,-2.540398,134.226000,120.582000
239.670000,-4.315656,-2.524898,134.208000,120.474000
239.876000,-4.324706,-2.509365,134.208000,120.366000
240.082000,-4.333701,-2.493800,134.208000,120.258000
240.288000,-4.342639,-2.478203,134.190000,120.150000
240.494000,-4.351521,-2.462574,134.190000,120.042000
240.700000,-4.360346,-2.446912,134.190000,119.934000
240.906000,-4.369116,-2.431219,134.172000,119.844000
241.112000,-4.377829,-2.415495,134.172000,119.736000
241.318000,-4.386485,-2.399740,134.154000,119.628000
241.524000,-4.395085,-2.383953,134.154000,119.520000
241.730000,-4.403627,-2.368136,134.154000,119.412000
241.936000,-4.412113,-2.352288,134.136000,119.322000
242.142000,-4.420542,-2.336409,134.136000,119.214000
242.348000,-4.428914,-2.320501,134.136000,119.106000
242.554000,-4.437228,-2.304562,134.118000,119.016000
242.760000,-4.445485,-2.288594,134.118000,118.908000
242.966000,-4.453685,-2.272596,134.118000,118.800000
243.172000,-4.461827,-2.256568,134.100000,118.710000
243.378000,-4.469911,-2.240512,134.100000,118.602000
243.584000,-4.477938,-2.224426,134.100000,118.512000
243.790000,-4.485906,-2.208312,134.082000,118.422000
243.996000,-4.493817,-2.192169,134.082000,118.314000
244.202000,-4.501670,-2.175998,134.064000,118.224000
244.408000,-4.509464,-2.159799,134.064000,118.116000
244.614000,-4.517200,-2.143572,134.064000,118.026000
244.820000,-4.524878,-2.127317,134.046000,117.936000
245.026000,-4.532497,-2.111035,134.046000,117.828000
245.232000,-4.540058,-2.094725,134.046000,117.738000
245.438000,-4.547560,-2.078388,134.046000,117.648000
245.644000,-4.555003,-2.062025,134.028000,117.558000
245.850000,-4.562387,-2.045635,134.028000,117.450000
246.056000,-4.569713,-2.029218,134.028000,117.360000
246.262000,-4.576979,-2.012775,134.010000,117.270000
246.468000,-4.584186,-1.996306,134.010000,117.180000
246.674000,-4.591334,-1.979811,134.010000,117.090000
246.880000,-4.598422,-1.963291,133.992000,117.000000
247.086000,-4.605451,-1.946745,133.992000,116.910000
247.292000,-4.612421,-1.930174,133.992000,116.820000
247.498000,-4.619331,-1.913578,133.974000,116.730000
247.704000,-4.626181,-1.896958,133.974000,116.640000
247.910000,-4.632971,-1.880313,133.974000,116.550000
248.116000,-4.639702,-1.863643,133.974000,116.460000
248.322000,-4.646372,-1.846950,133.956000,116.370000
248.528000,-4.652983,-1.830232,133.956000,116.280000
248.734000,-4.659533,-1.813491,133.956000,116.190000
248.940000,-4.666023,-1.796727,133.938000,116.100000
249.146000,-4.672453,-1.779939,133.938000,116.010000
249.352000,-4.678822,-1.763129,133.938000,115.920000
249.558000,-4.685131,-1.746295,133.938000,115.830000
249.764000,-4.691379,-1.729439,133.920000,115.758000
249.970000,-4.697567,-1.712561,133.920000,115.668000
250.176000,-4.703694,-1.695660,133.920000,115.578000
250.382000,-4.709760,-1.678738,133.920000,115.488000
250.588000,-4.715765,-1.661793,133.902000,115.398000
250.794000,-4.721710,-1.644828,133.902000,115.326000
251.000000,-4.727593,-1.627841,133.902000,115.236000
251.206000,-4.733415,-1.610833,133.902000,115.146000
251.412000,-4.739176,-1.593804,133.884000,115.074000
251.618000,-4.744876,-1.576755,133.884000,114.984000
251.824000,-4.750514,-1.559685,133.884000,114.894000
252.030000,-4.756091,-1.542595,133.884000,114.822000
252.236000,-4.761606,-1.525485,133.866000,114.732000
252.442000,-4.767060,-1.508355,133.866000,114.660000
252.648000,-4.772453,-1.491206,133.866000,114.570000
252.854000,-4.777783,-1.474038,133.866000,114.480000
253.060000,-4.783052,-1.456851,133.848000,114.408000
253.266000,-4.788259,-1.439644,133.848000,114.318000
253.472000,-4.793404,-1.422419,133.848000,114.246000
253.678000,-4.798487,-1.405176,133.848000,114.156000
253.884000,-4.803508,-1.387915,133.848000,114.084000
254.090000,-4.808467,-1.370635,133.830000,113.994000
254.296000,-4.813364,-1.353338,133.830000,113.922000
254.502000,-4.818199,-1.336024,133.830000,113.832000
254.708000,-4.822971,-1.318692,133.830000,113.760000
254.914000,-4.827681,-1.301343,133.830000,113.688000
255.120000,-4.832329,-1.283977,133.812000,113.598000
255.326000,-4.836914,-1.266595,133.812000,113.526000
255.532000,-4.841437,-1.249196,133.812000,113.436000
255.738000,-4.845897,-1.231781,133.812000,113.364000
255.944000,-4.850294,-1.214351,133.812000,113.292000
256.150000,-4.854629,-1.196904,133.794000,113.202000
256.356000,-4.858901,-1.179442,133.794000,113.130000
256.562000,-4.863110,-1.161965,133.794000,113.058000
256.768000,-4.867256,-1.144473,133.794000,112.986000
256.974000,-4.871339,-1.126966,133.794000,112.896000
257.180000,-4.875360,-1.109444,133.794000,112.824000
257.386000,-4.879317,-1.091908,133.776000,112.752000
257.592000,-4.883211,-1.074358,133.776000,112.680000
257.798000,-4.887043,-1.056795,133.776000,112.590000
258.004000,-4.890811,-1.039217,133.776000,112.518000
258.210000,-4.894515,-1.021626,133.776000,112.446000
258.416000,-4.898157,-1.004022,133.776000,112.374000
258.622000,-4.901735,-0.986405,133.758000,112.302000
258.828000,-4.905250,-0.968775,133.758000,112.212000
259.034000,-4.908701,-0.951132,133.758000,112.140000
