Roll(deg),Pitch(deg),Yaw(deg),Alpha_P(deg),Alpha_Y(deg)
0.000000,3.346878,3.346878,98.586000,98.586000
0.000000,3.353994,3.353994,98.568000,98.568000
0.000000,3.361113,3.361113,98.550000,98.550000
0.000000,3.368236,3.368236,98.532000,98.532000
0.000000,3.375362,3.375362,98.514000,98.514000
0.000000,3.382492,3.382492,98.496000,98.496000
0.000000,3.389625,3.389625,98.478000,98.478000
0.000000,3.396762,3.396762,98.460000,98.460000
0.000000,3.403902,3.403902,98.442000,98.442000
0.000000,3.411046,3.411046,98.424000,98.424000
0.000000,3.418193,3.418193,98.406000,98.406000
0.000000,3.425344,3.425344,98.388000,98.388000
0.000000,3.432499,3.432499,98.370000,98.370000
0.000000,3.439657,3.439657,98.352000,98.352000
0.000000,3.446819,3.446819,98.334000,98.334000
0.000000,3.453984,3.453984,98.316000,98.316000
0.000000,3.461153,3.461153,98.298000,98.298000
0.000000,3.468325,3.468325,98.280000,98.280000
0.000000,3.475501,3.475501,98.262000,98.262000
0.000000,3.482680,3.482680,98.244000,98.244000
0.000000,3.489863,3.489863,98.226000,98.226000
0.000000,3.497049,3.497049,98.208000,98.208000
0.000000,3.504239,3.504239,98.190000,98.190000
0.000000,3.511432,3.511432,98.172000,98.172000
0.000000,3.518629,3.518629,98.154000,98.154000
0.000000,3.525830,3.525830,98.136000,98.136000
0.000000,3.533034,3.533034,98.118000,98.118000
45.000000,3.535534,3.535534,98.118000,98.118000
45.206000,3.548223,3.522800,98.082000,98.154000
45.412000,3.560865,3.510020,98.046000,98.172000
45.618000,3.573462,3.497194,98.028000,98.208000
45.824000,3.586013,3.484324,97.992000,98.244000
46.030000,3.598517,3.471408,97.956000,98.280000
46.236000,3.610975,3.458448,97.920000,98.316000
46.442000,3.623386,3.445443,97.902000,98.334000
46.648000,3.635750,3.432393,97.866000,98.370000
46.854000,3.648067,3.419299,97.830000,98.406000
47.060000,3.660337,3.406161,97.812000,98.442000
47.266000,3.672560,3.392978,97.776000,98.478000
47.472000,3.684735,3.379752,97.740000,98.514000
47.678000,3.696863,3.366482,97.722000,98.532000
47.884000,3.708943,3.353169,97.686000,98.568000
48.090000,3.720975,3.339812,97.650000,98.604000
48.296000,3.732959,3.326412,97.632000,98.640000
48.502000,3.744894,3.312970,97.596000,98.676000
48.708000,3.756781,3.299484,97.560000,98.712000
48.914000,3.768620,3.285955,97.542000,98.748000
49.120000,3.780410,3.272385,97.506000,98.784000
49.326000,3.792151,3.258772,97.470000,98.820000
49.532000,3.803843,3.245116,97.452000,98.838000
49.738000,3.815486,3.231419,97.416000,98.874000
49.944000,3.827079,3.217680,97.398000,98.910000
50.150000,3.838623,3.203900,97.362000,98.946000
50.356000,3.850118,3.190078,97.344000,98.982000
50.562000,3.861562,3.176214,97.308000,99.018000
50.768000,3.872957,3.162310,97.272000,99.054000
50.974000,3.884302,3.148365,97.254000,99.090000
51.180000,3.895596,3.134379,97.218000,99.126000
51.386000,3.906840,3.120353,97.200000,99.162000
51.592000,3.918034,3.106286,97.164000,99.198000
51.798000,3.929177,3.092179,97.146000,99.234000
52.004000,3.940269,3.078032,97.110000,99.270000
52.210000,3.951310,3.063846,97.092000,99.306000
52.416000,3.962300,3.049619,97.056000,99.342000
52.622000,3.973239,3.035354,97.038000,99.378000
52.828000,3.984126,3.021049,97.002000,99.414000
53.034000,3.994962,3.006705,96.984000,99.468000
53.240000,4.005747,2.992322,96.966000,99.504000
53.446000,4.016479,2.977901,96.930000,99.540000
53.652000,4.027160,2.963441,96.912000,99.576000
53.858000,4.037789,2.948942,96.876000,99.612000
54.064000,4.048365,2.934406,96.858000,99.648000
54.270000,4.058889,2.919832,96.822000,99.684000
54.476000,4.069361,2.905220,96.804000,99.720000
54.682000,4.079780,2.890570,96.786000,99.756000
54.888000,4.090146,2.875883,96.750000,99.792000
55.094000,4.100460,2.861159,96.732000,99.846000
55.300000,4.110720,2.846398,96.696000,99.882000
55.506000,4.120927,2.831600,96.678000,99.918000
55.712000,4.131082,2.816765,96.660000,99.954000
55.918000,4.141182,2.801894,96.624000,99.990000
56.124000,4.151229,2.786987,96.606000,100.026000
56.330000,4.161223,2.772044,96.588000,100.080000
56.536000,4.171162,2.757065,96.552000,100.116000
56.742000,4.181048,2.742050,96.534000,100.152000
56.948000,4.190880,2.727000,96.516000,100.188000
57.154000,4.200657,2.711914,96.480000,100.242000
57.360000,4.210380,2.696794,96.462000,100.278000
57.566000,4.220049,2.681639,96.444000,100.314000
57.772000,4.229663,2.666449,96.426000,100.350000
57.978000,4.239223,2.651224,96.390000,100.386000
58.184000,4.248728,2.635966,96.372000,100.440000
58.390000,4.258177,2.620673,96.354000,100.476000
58.596000,4.267572,2.605346,96.336000,100.512000
58.802000,4.276912,2.589986,96.300000,100.566000
59.008000,4.286196,2.574592,96.282000,100.602000
59.214000,4.295425,2.559165,96.264000,100.638000
59.420000,4.304598,2.543705,96.246000,100.674000
59.626000,4.313716,2.528212,96.210000,100.728000
59.832000,4.322778,2.512686,96.192000,100.764000
60.038000,4.331784,2.497128,96.174000,100.800000
60.244000,4.340734,2.481537,96.156000,100.854000
60.450000,4.349628,2.465915,96.138000,100.890000
60.656000,4.358466,2.450260,96.120000,100.926000
60.862000,4.367247,2.434574,96.084000,100.980000
61.068000,4.375972,2.418856,96.066000,101.016000
61.274000,4.384641,2.403107,96.048000,101.070000
61.480000,4.393252,2.387327,96.030000,101.106000
61.686000,4.401807,2.371517,96.012000,101.142000
61.892000,4.410305,2.355675,95.994000,101.196000
62.098000,4.418746,2.339803,95.976000,101.232000
62.304000,4.427130,2.323901,95.958000,101.286000
62.510000,4.435457,2.307969,95.922000,101.322000
62.716000,4.443726,2.292007,95.904000,101.358000
62.922000,4.451938,2.276015,95.886000,101.412000
63.128000,4.460093,2.259994,95.868000,101.448000
63.334000,4.468189,2.243944,95.850000,101.502000
63.540000,4.476228,2.227865,95.832000,101.538000
63.746000,4.484209,2.211757,95.814000,101.592000
63.952000,4.492132,2.195620,95.796000,101.628000
64.158000,4.499997,2.179455,95.778000,101.682000
64.364000,4.507804,2.163262,95.760000,101.718000
64.570000,4.515553,2.147040,95.742000,101.772000
64.776000,4.523243,2.130791,95.724000,101.808000
64.982000,4.530875,2.114515,95.706000,101.862000
65.188000,4.538448,2.098211,95.688000,101.898000
65.394000,4.545963,2.081880,95.670000,101.952000
65.600000,4.553418,2.065522,95.652000,101.988000
65.806000,4.560815,2.049138,95.634000,102.042000
66.012000,4.568153,2.032727,95.616000,102.078000
66.218000,4.575432,2.016289,95.598000,102.132000
66.424000,4.582652,1.999826,95.580000,102.186000
66.630000,4.589812,1.983337,95.562000,102.222000
66.836000,4.596913,1.966822,95.544000,102.276000
67.042000,4.603955,1.950281,95.526000,102.312000
67.248000,4.610937,1.933716,95.526000,102.366000
67.454000,4.617860,1.917125,95.508000,102.420000
67.660000,4.624723,1.900510,95.490000,102.456000
67.866000,4.631526,1.883870,95.472000,102.510000
68.072000,4.638269,1.867206,95.454000,102.564000
68.278000,4.644953,1.850517,95.436000,102.600000
68.484000,4.651576,1.833805,95.418000,102.654000
68.690000,4.658139,1.817069,95.400000,102.690000
68.896000,4.664642,1.800310,95.400000,102.744000
69.102000,4.671085,1.783527,95.382000,102.798000
69.308000,4.677467,1.766721,95.364000,102.852000
69.514000,4.683789,1.749892,95.346000,102.888000
69.720000,4.690050,1.733041,95.328000,102.942000
69.926000,4.696251,1.716168,95.328000,102.996000
70.132000,4.702390,1.699272,95.310000,103.032000
70.338000,4.708470,1.682354,95.292000,103.086000
70.544000,4.714488,1.665414,95.274000,103.140000
70.750000,4.720445,1.648453,95.256000,103.194000
70.956000,4.726341,1.631471,95.256000,103.230000
71.162000,4.732177,1.614467,95.238000,103.284000
71.368000,4.737951,1.597443,95.220000,103.338000
71.574000,4.743663,1.580398,95.202000,103.392000
71.780000,4.749315,1.563333,95.202000,103.428000
71.986000,4.754905,1.546247,95.184000,103.482000
72.192000,4.760434,1.529141,95.166000,103.536000
72.398000,4.765901,1.512016,95.166000,103.590000
72.604000,4.771306,1.494871,95.148000,103.644000
72.810000,4.776650,1.477707,95.130000,103.680000
73.016000,4.781932,1.460523,95.112000,103.734000
73.222000,4.787152,1.443321,95.112000,103.788000
73.428000,4.792310,1.426100,95.094000,103.842000
73.634000,4.797407,1.408861,95.076000,103.896000
73.840000,4.802441,1.391603,95.076000,103.950000
74.046000,4.807413,1.374328,95.058000,104.004000
74.252000,4.812324,1.357034,95.058000,104.040000
74.458000,4.817171,1.339723,95.040000,104.094000
74.664000,4.821957,1.322395,95.022000,104.148000
74.870000,4.826680,1.305050,95.022000,104.202000
75.076000,4.831341,1.287688,95.004000,104.256000
75.282000,4.835940,1.270309,95.004000,104.310000
75.488000,4.840476,1.252914,94.986000,104.364000
75.694000,4.844949,1.235502,94.968000,104.418000
75.900000,4.849360,1.218075,94.968000,104.472000
76.106000,4.853708,1.200632,94.950000,104.526000
76.312000,4.857994,1.183173,94.950000,104.580000
76.518000,4.862216,1.165699,94.932000,104.634000
76.724000,4.866376,1.148210,94.932000,104.688000
76.930000,4.870473,1.130707,94.914000,104.742000
77.136000,4.874506,1.113188,94.914000,104.796000
77.342000,4.878477,1.095655,94.896000,104.850000
77.548000,4.882385,1.078108,94.896000,104.904000
77.754000,4.886230,1.060547,94.878000,104.958000
77.960000,4.890011,1.042973,94.878000,105.012000
78.166000,4.893729,1.025384,94.860000,105.066000
78.372000,4.897384,1.007783,94.860000,105.120000
78.578000,4.900976,0.990169,94.842000,105.174000
78.784000,4.904504,0.972541,94.842000,105.228000
78.990000,4.907969,0.954902,94.824000,105.282000
79.196000,4.911371,0.937249,94.824000,105.336000
79.402000,4.914709,0.919585,94.806000,105.390000
79.608000,4.917983,0.901909,94.806000,105.444000
79.814000,4.921194,0.884221,94.806000,105.498000
80.020000,4.924342,0.866522,94.788000,105.570000
80.226000,4.927425,0.848812,94.788000,105.624000
80.432000,4.930445,0.831090,94.770000,105.678000
80.638000,4.933401,0.813358,94.770000,105.732000
80.844000,4.936294,0.795615,94.770000,105.786000
81.050000,4.939122,0.777862,94.752000,105.840000
81.256000,4.941887,0.760099,94.752000,105.894000
81.462000,4.944588,0.742327,94.752000,105.966000
81.668000,4.947225,0.724544,94.734000,106.020000
81.874000,4.949798,0.706752,94.734000,106.074000
82.080000,4.952307,0.688951,94.734000,106.128000
82.286000,4.954752,0.671142,94.716000,106.182000
82.492000,4.957133,0.653323,94.716000,106.254000
82.698000,4.959450,0.635496,94.716000,106.308000
82.904000,4.961703,0.617661,94.698000,106.362000
83.110000,4.963891,0.599818,94.698000,106.416000
83.316000,4.966016,0.581967,94.698000,106.488000
83.522000,4.968076,0.564109,94.698000,106.542000
83.728000,4.970072,0.546243,94.680000,106.596000
83.934000,4.972004,0.528370,94.680000,106.650000
84.140000,4.973872,0.510490,94.680000,106.722000
84.346000,4.975675,0.492604,94.680000,106.776000
84.552000,4.977414,0.474712,94.662000,106.830000
84.758000,4.979088,0.456813,94.662000,106.902000
84.964000,4.980699,0.438908,94.662000,106.956000
85.170000,4.982245,0.420998,94.662000,107.010000
85.376000,4.983726,0.403082,94.662000,107.082000
85.582000,4.985143,0.385161,94.644000,107.136000
85.788000,4.986496,0.367235,94.644000,107.190000
85.994000,4.987784,0.349305,94.644000,107.262000
86.200000,4.989007,0.331370,94.644000,107.316000
86.406000,4.990166,0.313430,94.644000,107.388000
86.612000,4.991261,0.295487,94.644000,107.442000
86.818000,4.992291,0.277539,94.644000,107.496000
87.024000,4.993257,0.259588,94.626000,107.568000
87.230000,4.994158,0.241634,94.626000,107.622000
87.436000,4.994994,0.223677,94.626000,107.694000
87.642000,4.995766,0.205716,94.626000,107.748000
87.848000,4.996474,0.187753,94.626000,107.802000
88.054000,4.997116,0.169788,94.626000,107.874000
88.260000,4.997695,0.151820,94.626000,107.928000
88.466000,4.998208,0.133851,94.626000,108.000000
88.672000,4.998657,0.115879,94.626000,108.054000
88.878000,4.999041,0.097907,94.626000,108.126000
89.084000,4.999361,0.079933,94.626000,108.180000
89.290000,4.999616,0.061958,94.626000,108.252000
89.496000,4.999807,0.043982,94.626000,108.306000
89.702000,4.999932,0.026005,94.626000,108.378000
89.908000,4.999994,0.008029,94.626000,108.450000
90.114000,4.999990,-0.009948,94.626000,108.504000
90.320000,4.999922,-0.027925,94.626000,108.576000
90.526000,4.999789,-0.045902,94.626000,108.630000
90.732000,4.999592,-0.063877,94.626000,108.702000
90.938000,4.999330,-0.081852,94.626000,108.756000
91.144000,4.999003,-0.099826,94.626000,108.828000
91.350000,4.998612,-0.117799,94.626000,108.900000
91.556000,4.998156,-0.135770,94.626000,108.954000
91.762000,4.997636,-0.153739,94.626000,109.026000
91.968000,4.997051,-0.171707,94.626000,109.098000
92.174000,4.996401,-0.189672,94.626000,109.152000
92.380000,4.995687,-0.207634,94.626000,109.224000
92.586000,4.994908,-0.225594,94.626000,109.296000
92.792000,4.994065,-0.243552,94.626000,109.350000
92.998000,4.993157,-0.261505,94.626000,109.422000
93.204000,4.992184,-0.279456,94.644000,109.494000
93.410000,4.991147,-0.297403,94.644000,109.548000
93.616000,4.990046,-0.315346,94.644000,109.620000
93.822000,4.988880,-0.333285,94.644000,109.692000
94.028000,4.987649,-0.351220,94.644000,109.764000
94.234000,4.986354,-0.369150,94.644000,109.818000
94.440000,4.984995,-0.387075,94.644000,109.890000
94.646000,4.983571,-0.404996,94.662000,109.962000
94.852000,4.982083,-0.422911,94.662000,110.034000
95.058000,4.980530,-0.440821,94.662000,110.106000
95.264000,4.978913,-0.458725,94.662000,110.160000
95.470000,4.977231,-0.476623,94.662000,110.232000
95.676000,4.975485,-0.494515,94.680000,110.304000
95.882000,4.973675,-0.512400,94.680000,110.376000
96.088000,4.971801,-0.530279,94.680000,110.448000
96.294000,4.969862,-0.548151,94.680000,110.520000
96.500000,4.967859,-0.566016,94.698000,110.574000
96.706000,4.965792,-0.583874,94.698000,110.646000
96.912000,4.963661,-0.601724,94.698000,110.718000
97.118000,4.961465,-0.619566,94.698000,110.790000
97.324000,4.959206,-0.637400,94.716000,110.862000
97.530000,4.956882,-0.655226,94.716000,110.934000
97.736000,4.954494,-0.673044,94.716000,111.006000
97.942000,4.952042,-0.690853,94.734000,111.078000
98.148000,4.949526,-0.708653,94.734000,111.150000
98.354000,4.946946,-0.726444,94.734000,111.222000
98.560000,4.944303,-0.744225,94.752000,111.294000
98.766000,4.941595,-0.761997,94.752000,111.366000
98.972000,4.938823,-0.779759,94.752000,111.438000
99.178000,4.935988,-0.797511,94.770000,111.510000
99.384000,4.933089,-0.815252,94.770000,111.582000
99.590000,4.930126,-0.832983,94.770000,111.654000
99.796000,4.927099,-0.850704,94.788000,111.726000
100.002000,4.924008,-0.868413,94.788000,111.798000
100.208000,4.920854,-0.886111,94.806000,111.870000
100.414000,4.917637,-0.903797,94.806000,111.942000
100.620000,4.914355,-0.921472,94.824000,112.014000
100.826000,4.911011,-0.939135,94.824000,112.086000
101.032000,4.907602,-0.956786,94.824000,112.176000
101.238000,4.904131,-0.974425,94.842000,112.248000
101.444000,4.900595,-0.992050,94.842000,112.320000
101.650000,4.896997,-1.009663,94.860000,112.392000
101.856000,4.893335,-1.027263,94.860000,112.464000
102.062000,4.889610,-1.044850,94.878000,112.536000
102.268000,4.885822,-1.062423,94.878000,112.626000
102.474000,4.881971,-1.079983,94.896000,112.698000
102.680000,4.878056,-1.097528,94.896000,112.770000
102.886000,4.874079,-1.115060,94.914000,112.842000
103.092000,4.870038,-1.132577,94.914000,112.932000
103.298000,4.865935,-1.150079,94.932000,113.004000
103.504000,4.861768,-1.167566,94.932000,113.076000
103.710000,4.857539,-1.185039,94.950000,113.166000
103.916000,4.853247,-1.202496,94.950000,113.238000
104.122000,4.848892,-1.219937,94.968000,113.310000
104.328000,4.844475,-1.237363,94.968000,113.400000
104.534000,4.839994,-1.254772,94.986000,113.472000
104.740000,4.835452,-1.272166,95.004000,113.544000
104.946000,4.830847,-1.289543,95.004000,113.634000
105.152000,4.826179,-1.306903,95.022000,113.706000
105.358000,4.821449,-1.324247,95.022000,113.778000
105.564000,4.816657,-1.341573,95.040000,113.868000
105.770000,4.811802,-1.358882,95.058000,113.940000
105.976000,4.806885,-1.376173,95.058000,114.030000
106.182000,4.801906,-1.393447,95.076000,114.102000
106.388000,4.796865,-1.410703,95.094000,114.192000
106.594000,4.791762,-1.427940,95.094000,114.264000
106.800000,4.786597,-1.445159,95.112000,114.354000
107.006000,4.781371,-1.462359,95.130000,114.426000
107.212000,4.776082,-1.479541,95.130000,114.516000
107.418000,4.770732,-1.496703,95.148000,114.588000
107.624000,4.765320,-1.513846,95.166000,114.678000
107.830000,4.759846,-1.530969,95.166000,114.768000
108.036000,4.754311,-1.548072,95.184000,114.840000
108.242000,4.748714,-1.565156,95.202000,114.930000
108.448000,4.743056,-1.582219,95.202000,115.002000
108.654000,4.737337,-1.599262,95.220000,115.092000
108.860000,4.731556,-1.616284,95.238000,115.182000
109.066000,4.725715,-1.633285,95.256000,115.272000
109.272000,4.719812,-1.650266,95.256000,115.344000
109.478000,4.713848,-1.667224,95.274000,115.434000
109.684000,4.707823,-1.684162,95.292000,115.524000
109.890000,4.701738,-1.701077,95.310000,115.596000
110.096000,4.695591,-1.717971,95.328000,115.686000
110.302000,4.689384,-1.734842,95.328000,115.776000
110.508000,4.683116,-1.751691,95.346000,115.866000
110.714000,4.676788,-1.768517,95.364000,115.956000
110.920000,4.670399,-1.785320,95.382000,116.046000
111.126000,4.663950,-1.802101,95.400000,116.118000
111.332000,4.657441,-1.818858,95.418000,116.208000
111.538000,4.650871,-1.835591,95.418000,116.298000
111.744000,4.644242,-1.852301,95.436000,116.388000
111.950000,4.637552,-1.868987,95.454000,116.478000
112.156000,4.630802,-1.885648,95.472000,116.568000
112.362000,4.623993,-1.902286,95.490000,116.658000
112.568000,4.617124,-1.918898,95.508000,116.748000
112.774000,4.610195,-1.935486,95.526000,116.838000
112.980000,4.603206,-1.952049,95.544000,116.928000
113.186000,4.596158,-1.968587,95.544000,117.018000
113.392000,4.589050,-1.985099,95.562000,117.108000
113.598000,4.581884,-2.001585,95.580000,117.216000
113.804000,4.574657,-2.018046,95.598000,117.306000
114.010000,4.567372,-2.034480,95.616000,117.396000
114.216000,4.560028,-2.050889,95.634000,117.486000
114.422000,4.552625,-2.067270,95.652000,117.576000
114.628000,4.545163,-2.083625,95.670000,117.666000
114.834000,4.537642,-2.099953,95.688000,117.774000
115.040000,4.530063,-2.116254,95.706000,117.864000
115.246000,4.522425,-2.132528,95.724000,117.954000
115.452000,4.514728,-2.148774,95.742000,118.062000
115.658000,4.506973,-2.164992,95.760000,118.152000
115.864000,4.499160,-2.181182,95.778000,118.242000
116.070000,4.491289,-2.197345,95.796000,118.350000
116.276000,4.483360,-2.213478,95.814000,118.440000
116.482000,4.475372,-2.229583,95.832000,118.548000
116.688000,4.467327,-2.245659,95.850000,118.638000
116.894000,4.459225,-2.261707,95.868000,118.746000
117.100000,4.451064,-2.277725,95.886000,118.836000
117.306000,4.442846,-2.293713,95.922000,118.944000
117.512000,4.434571,-2.309672,95.940000,119.034000
117.718000,4.426238,-2.325601,95.958000,119.142000
117.924000,4.417848,-2.341500,95.976000,119.250000
118.130000,4.409401,-2.357368,95.994000,119.340000
118.336000,4.400897,-2.373207,96.012000,119.448000
118.542000,4.392336,-2.389014,96.030000,119.556000
118.748000,4.383718,-2.404791,96.048000,119.664000
118.954000,4.375043,-2.420536,96.066000,119.772000
119.160000,4.366312,-2.436251,96.102000,119.862000
119.366000,4.357525,-2.451933,96.120000,119.970000
119.572000,4.348681,-2.467584,96.138000,120.078000
119.778000,4.339781,-2.483204,96.156000,120.186000
119.984000,4.330825,-2.498791,96.174000,120.294000
120.190000,4.321813,-2.514345,96.192000,120.402000
120.396000,4.312745,-2.529868,96.228000,120.510000
120.602000,4.303621,-2.545357,96.246000,120.618000
120.808000,4.294442,-2.560814,96.264000,120.744000
121.014000,4.285207,-2.576238,96.282000,120.852000
121.220000,4.275917,-2.591628,96.300000,120.960000
121.426000,4.266571,-2.606985,96.336000,121.068000
121.632000,4.257171,-2.622308,96.354000,121.194000
121.838000,4.247715,-2.637597,96.372000,121.302000
122.044000,4.238204,-2.652852,96.390000,121.410000
122.250000,4.228639,-2.668073,96.426000,121.536000
122.456000,4.219019,-2.683259,96.444000,121.644000
122.662000,4.209344,-2.698410,96.462000,121.770000
122.868000,4.199615,-2.713527,96.498000,121.896000
123.074000,4.189832,-2.728609,96.516000,122.004000
123.280000,4.179995,-2.743655,96.534000,122.130000
123.486000,4.170103,-2.758666,96.570000,122.256000
123.692000,4.160158,-2.773641,96.588000,122.382000
123.898000,4.150159,-2.788581,96.606000,122.490000
124.104000,4.140106,-2.803484,96.642000,122.616000
124.310000,4.130000,-2.818351,96.660000,122.742000
124.516000,4.119840,-2.833182,96.678000,122.868000
124.722000,4.109627,-2.847976,96.714000,123.012000
124.928000,4.099361,-2.862733,96.732000,123.138000
125.134000,4.089042,-2.877453,96.750000,123.264000
125.340000,4.078670,-2.892136,96.786000,123.390000
125.546000,4.068245,-2.906782,96.804000,123.534000
125.752000,4.057768,-2.921390,96.840000,123.660000
125.958000,4.047238,-2.935960,96.858000,123.804000
126.164000,4.036656,-2.950493,96.876000,123.948000
126.370000,4.026022,-2.964987,96.912000,124.074000
126.576000,4.015336,-2.979443,96.930000,124.218000
126.782000,4.004598,-2.993860,96.966000,124.362000
126.988000,3.993808,-3.008239,96.984000,124.506000
127.194000,3.982966,-3.022578,97.020000,124.650000
127.400000,3.972073,-3.036879,97.038000,124.812000
127.606000,3.961129,-3.051141,97.074000,124.956000
127.812000,3.950133,-3.065363,97.092000,125.100000
128.018000,3.939086,-3.079545,97.128000,125.262000
128.224000,3.927989,-3.093688,97.146000,125.424000
128.430000,3.916841,-3.107790,97.182000,125.586000
128.636000,3.905642,-3.121853,97.200000,125.748000
128.842000,3.894392,-3.135875,97.236000,125.910000
129.048000,3.883092,-3.149856,97.254000,126.072000
129.254000,3.871742,-3.163797,97.290000,126.252000
129.460000,3.860342,-3.177697,97.308000,126.414000
129.666000,3.848892,-3.191556,97.344000,126.594000
129.872000,3.837393,-3.205373,97.362000,126.774000
130.078000,3.825843,-3.219149,97.398000,126.954000
130.284000,3.814245,-3.232884,97.416000,127.152000
130.490000,3.802597,-3.246577,97.452000,127.350000
130.696000,3.790899,-3.260227,97.488000,127.548000
130.902000,3.779153,-3.273836,97.506000,127.746000
131.108000,3.767358,-3.287402,97.542000,127.962000
131.314000,3.755514,-3.300926,97.560000,128.178000
131.520000,3.743622,-3.314407,97.596000,128.394000
131.726000,3.731681,-3.327845,97.632000,128.628000
131.932000,3.719692,-3.341241,97.650000,128.862000
132.138000,3.707655,-3.354593,97.686000,129.114000
132.344000,3.695570,-3.367902,97.722000,129.366000
132.550000,3.683437,-3.381167,97.740000,129.654000
132.756000,3.671257,-3.394388,97.776000,129.942000
132.962000,3.659029,-3.407566,97.812000,130.248000
133.168000,3.646754,-3.420699,97.830000,130.572000
133.374000,3.634432,-3.433789,97.866000,130.914000
133.580000,3.622063,-3.446834,97.902000,131.310000
133.786000,3.609647,-3.459834,97.938000,131.742000
133.992000,3.597184,-3.472790,97.956000,132.264000
134.198000,3.584675,-3.485700,97.992000,132.912000
134.404000,3.572119,-3.498566,98.028000,133.938000
134.610000,3.559517,-3.511387,98.046000,134.838000
134.816000,3.546870,-3.524162,98.082000,134.820000
135.022000,3.534176,-3.536891,98.118000,134.820000
135.228000,3.521437,-3.549575,98.154000,134.802000
135.434000,3.508652,-3.562213,98.190000,134.802000
135.640000,3.495822,-3.574805,98.208000,134.784000
135.846000,3.482947,-3.587350,98.244000,134.784000
136.052000,3.470026,-3.599850,98.280000,134.766000
136.258000,3.457061,-3.612303,98.316000,134.766000
136.464000,3.444051,-3.624709,98.352000,134.748000
136.670000,3.430997,-3.637068,98.370000,134.748000
136.876000,3.417898,-3.649380,98.406000,134.730000
137.082000,3.404755,-3.661645,98.442000,134.712000
137.288000,3.391568,-3.673863,98.478000,134.712000
137.494000,3.378337,-3.686033,98.514000,134.694000
137.700000,3.365063,-3.698155,98.550000,134.694000
137.906000,3.351745,-3.710230,98.568000,134.676000
138.112000,3.338383,-3.722257,98.604000,134.676000
138.318000,3.324979,-3.734236,98.640000,134.658000
138.524000,3.311531,-3.746166,98.676000,134.658000
138.730000,3.298041,-3.758048,98.712000,134.640000
138.936000,3.284508,-3.769881,98.748000,134.640000
139.142000,3.270933,-3.781666,98.784000,134.622000
139.348000,3.257315,-3.793402,98.820000,134.622000
139.554000,3.243655,-3.805089,98.856000,134.604000
139.760000,3.229954,-3.816726,98.892000,134.604000
139.966000,3.216210,-3.828314,98.928000,134.586000
140.172000,3.202425,-3.839853,98.964000,134.586000
140.378000,3.188599,-3.851342,99.000000,134.568000
140.584000,3.174731,-3.862781,99.018000,134.568000
140.790000,3.160823,-3.874171,99.054000,134.550000
140.996000,3.146873,-3.885510,99.090000,134.550000
141.202000,3.132883,-3.896799,99.126000,134.532000
141.408000,3.118852,-3.908038,99.162000,134.532000
141.614000,3.104781,-3.919226,99.198000,134.514000
141.820000,3.090670,-3.930364,99.234000,134.514000
142.026000,3.076519,-3.941450,99.288000,134.496000
142.232000,3.062328,-3.952486,99.324000,134.496000
142.438000,3.048098,-3.963471,99.360000,134.496000
142.644000,3.033828,-3.974404,99.396000,134.478000
142.850000,3.019519,-3.985286,99.432000,134.478000
143.056000,3.005171,-3.996117,99.468000,134.460000
143.262000,2.990784,-4.006896,99.504000,134.460000
143.468000,2.976358,-4.017623,99.540000,134.442000
143.674000,2.961894,-4.028298,99.576000,134.442000
143.880000,2.947392,-4.038921,99.612000,134.424000
144.086000,2.932851,-4.049492,99.648000,134.424000
144.292000,2.918273,-4.060010,99.684000,134.406000
144.498000,2.903657,-4.070476,99.720000,134.406000
144.704000,2.889003,-4.080890,99.774000,134.406000
144.910000,2.874312,-4.091250,99.810000,134.388000
145.116000,2.859584,-4.101558,99.846000,134.388000
145.322000,2.844819,-4.111813,99.882000,134.370000
145.528000,2.830017,-4.122014,99.918000,134.370000
145.734000,2.815179,-4.132163,99.954000,134.352000
145.940000,2.800304,-4.142258,100.008000,134.352000
146.146000,2.785393,-4.152299,100.044000,134.334000
146.352000,2.770446,-4.162287,100.080000,134.334000
146.558000,2.755463,-4.172221,100.116000,134.334000
146.764000,2.740444,-4.182101,100.152000,134.316000
146.970000,2.725390,-4.191926,100.206000,134.316000
147.176000,2.710301,-4.201698,100.242000,134.298000
147.382000,2.695177,-4.211415,100.278000,134.298000
147.588000,2.680018,-4.221078,100.314000,134.298000
147.794000,2.664824,-4.230687,100.350000,134.280000
148.000000,2.649596,-4.240240,100.404000,134.280000
148.206000,2.634334,-4.249739,100.440000,134.262000
148.412000,2.619038,-4.259183,100.476000,134.262000
148.618000,2.603707,-4.268572,100.530000,134.244000
148.824000,2.588343,-4.277906,100.566000,134.244000
149.030000,2.572946,-4.287184,100.602000,134.244000
149.236000,2.557515,-4.296407,100.638000,134.226000
149.442000,2.542052,-4.305575,100.692000,134.226000
149.648000,2.526555,-4.314687,100.728000,134.208000
149.854000,2.511026,-4.323743,100.764000,134.208000
150.060000,2.495464,-4.332743,100.818000,134.208000
150.266000,2.479870,-4.341687,100.854000,134.190000
150.472000,2.464244,-4.350575,100.890000,134.190000
150.678000,2.448586,-4.359406,100.944000,134.190000
150.884000,2.432897,-4.368182,100.980000,134.172000
151.090000,2.417176,-4.376901,101.016000,134.172000
151.296000,2.401424,-4.385563,101.070000,134.154000
151.502000,2.385640,-4.394169,101.106000,134.154000
151.708000,2.369826,-4.402718,101.160000,134.154000
